Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
WHITNEY,SURI,04/25/1972,Soltero,F,whitney0@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
JACQUELINE,TORRES,09/17/1971,Soltero,F,jacqueline28@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,No
BETH,MORENO,11/27/1969,Soltero,F,beth9@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
GLENN,LIANG,06/08/1969,Casado,M,glenn18@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
KRISTY,SUAREZ,05/07/1968,Soltero,F,kristy17@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
JULIA,BARNES,07/30/1966,Casado,F,julia69@adventure-works.com," 90,000 ",2,Universitaria Completa,Empresario,No
ERICA,WANG,07/19/1957,Casado,F,erica1@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,No
MICAH,LU,07/19/1960,Casado,M,micah22@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
JOY,DOMINGUEZ,01/22/1961,Casado,F,joy14@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
JESSICA,BELL,09/12/1961,Casado,F,jessica7@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,Si
TONI,GARCIA,02/07/1964,Soltero,F,toni15@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
PHILIP,ROMERO,07/11/1964,Casado,M,philip9@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,No
LINDSEY,LUO,03/24/1965,Casado,F,lindsey6@adventure-works.com," 70,000 ",2,Secundaria Completa,Independiente,Si
NANCY,SANCHEZ,03/20/1966,Soltero,F,nancy23@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,No
IAN,PRICE,03/26/1988,Casado,M,ian40@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
MARGARET,XU,01/23/1989,Soltero,F,margaret18@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
KELVIN,SHEN,01/29/1986,Casado,M,kelvin44@adventure-works.com," 10,000 ",0,Secundaria Completa,Comerciante,Si
CASSANDRA,ARTHUR,11/02/1986,Soltero,F,cassandra7@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
DREW,ANDERSEN,12/21/1985,Casado,M,drew14@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
KAREN,CAI,01/20/1989,Casado,F,karen30@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
ORLANDO,BLANCO,11/05/1988,Soltero,M,orlando15@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
ALEXIS,LONG,06/24/1987,Soltero,F,alexis32@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
JULIO,ROMERO,04/02/1980,Casado,M,julio9@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
BARRY,SAI,05/10/1976,Casado,M,barry6@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,Si
BRETT,RAMAN,02/08/1976,Casado,M,brett11@adventure-works.com," 90,000 ",4,Universitaria Completa,Independiente,Si
MAURICE,JAI,07/28/1970,Soltero,M,maurice12@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,No
TONYA,KUMAR,02/02/1971,Casado,F,tonya7@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
JOSE,BAKER,08/31/1969,Soltero,M,jose52@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
HECTOR,BLANCO,10/18/1969,Casado,M,hector13@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
BRIANA,ASHE,02/03/1975,Soltero,F,briana4@adventure-works.com," 100,000 ",0,Universitaria Postgrado,Empresario,No
TIMOTHY,PARKER,12/24/1968,Soltero,M,timothy24@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
CHELSEA,MEHTA,09/21/1971,Soltero,F,chelsea15@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
JUSTIN,THOMPSON,05/21/1971,Soltero,M,justin43@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
BRANDY,FERNANDEZ,04/20/1969,Soltero,F,brandy12@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
PATRICIA,MADAN,06/06/1948,Casado,F,patricia11@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
KRISTI,SUAREZ,01/22/1960,Soltero,F,kristi15@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,No
CHRISTY,RAJE,08/04/1960,Casado,F,christy31@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
HALEY,ADAMS,04/12/1978,Casado,F,haley52@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
BRIANNA,GRAY,04/27/1954,Soltero,F,brianna42@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,No
YOLANDA,SHARMA,04/29/1981,Soltero,F,yolanda8@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Independiente,No
JULIA,HUGHES,10/09/1982,Soltero,F,julia77@adventure-works.com," 50,000 ",0,Secundaria Completa,Independiente,No
CHARLES,THOMAS,06/01/1975,Soltero,M,charles14@adventure-works.com," 50,000 ",0,Universitaria Incompleta,Empleado,No
ADAM,JAI,09/30/1975,Soltero,M,adam28@adventure-works.com," 50,000 ",0,Universitaria Incompleta,Empleado,No
KRISTEN,HUANG,07/31/1967,Casado,F,kristen5@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
NATALIE,PARKER,12/30/1967,Soltero,F,natalie51@adventure-works.com," 70,000 ",2,Universitaria Postgrado,Independiente,No
PAIGE,SANDERS,02/02/1981,Soltero,F,paige26@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
HALEY,ROSS,09/07/1966,Soltero,F,haley23@adventure-works.com," 30,000 ",2,Secundaria Completa,Empleado,No
ALEXANDRIA,GRAY,05/08/1966,Casado,F,alexandria29@adventure-works.com," 30,000 ",2,Secundaria Completa,Empleado,Si
LUCAS,COX,03/01/1980,Casado,M,lucas82@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
PETR,LAZECKY,08/24/1954,Casado,F,petr0@adventure-works.com," 40,000 ",5,Secundaria Completa,Independiente,Si
JOCELYN,PRICE,08/29/1956,Casado,F,jocelyn0@adventure-works.com," 40,000 ",2,Secundaria Completa,Independiente,No
LUIS,CARTER,04/22/1957,Casado,M,luis43@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
STEPHANIE,PRICE,06/07/1959,Casado,F,stephanie28@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,Si
ISAIAH,HOWARD,02/01/1972,Casado,M,isaiah10@adventure-works.com," 70,000 ",4,Universitaria Completa,Independiente,Si
JACK,PHILLIPS,06/19/1969,Casado,M,jack41@adventure-works.com," 40,000 ",4,Secundaria Completa,Empleado,Si
VANESSA,SIMMONS,05/29/1977,Soltero,F,vanessa16@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
JOE,ALONSO,04/22/1983,Soltero,M,joe31@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Deportista,Si
TIMOTHY,PHILLIPS,09/03/1967,Soltero,M,timothy31@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,No
ALLISON,NELSON,12/03/1980,Casado,F,allison32@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
NATALIE,HILL,07/15/1977,Casado,F,natalie65@adventure-works.com," 60,000 ",2,Universitaria Completa,Empleado,Si
LAUREN,COOK,10/25/1979,Soltero,F,lauren3@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,No
NELSON,HERNANDEZ,01/21/1979,Soltero,M,nelson4@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,No
ARIANA,BELL,11/06/1969,Casado,F,ariana12@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
EMMA,MORGAN,09/30/1968,Casado,F,emma30@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
CHARLES,ANDERSON,05/15/1958,Soltero,M,charles13@adventure-works.com," 40,000 ",4,Universitaria Incompleta,Independiente,No
ISAIAH,SANCHEZ,05/05/1972,Soltero,M,isaiah17@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,No
NATASHA,ROMERO,07/06/1952,Soltero,F,natasha8@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,No
ALEXANDRIA,MORRIS,05/07/1982,Soltero,F,alexandria39@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,No
JÉSUS,SUAREZ,09/08/1955,Casado,M,jésus18@adventure-works.com," 60,000 ",5,Universitaria Completa,Empresario,No
JENNIFER,FOSTER,11/22/1985,Soltero,F,jennifer89@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Empleado,No
TAYLOR,ROGERS,05/16/1971,Soltero,F,taylor3@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,No
MARCUS,WRIGHT,03/23/1946,Casado,M,marcus30@adventure-works.com," 90,000 ",5,Universitaria Completa,Empresario,No
DAKOTA,GRIFFIN,03/08/1965,Casado,M,dakota17@adventure-works.com," 80,000 ",3,Universitaria Incompleta,Independiente,No
HANNAH,RODRIGUEZ,12/27/1971,Soltero,F,hannah18@adventure-works.com," 90,000 ",0,Universitaria Incompleta,Independiente,No
RACHEL,MARTIN,05/25/1940,Soltero,F,rachel17@adventure-works.com," 50,000 ",2,Universitaria Postgrado,Empresario,No
DEVIN,STEWART,07/09/1956,Casado,M,devin86@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,No
ANNA,HARRIS,10/13/1969,Casado,F,anna51@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,No
JULIA,THOMAS,10/29/1959,Casado,F,julia33@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,No
ANTHONY,JONES,05/19/1943,Soltero,M,anthony12@adventure-works.com," 130,000 ",2,Universitaria Postgrado,Empresario,No
CINDY,SARA,09/17/1976,Soltero,F,cindy10@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,No
EDWIN,ZHOU,09/25/1972,Casado,M,edwin9@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
STEFANIE,MALHOTRA,07/26/1982,Soltero,F,stefanie4@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
JENNY,LIN,06/23/1981,Soltero,F,jenny10@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
TYRONE,SUAREZ,09/26/1952,Soltero,M,tyrone18@adventure-works.com," 90,000 ",5,Universitaria Incompleta,Independiente,No
CLINTON,DOMINGUEZ,04/22/1963,Soltero,M,clinton9@adventure-works.com," 160,000 ",2,Secundaria Completa,Independiente,No
JOEL,RAMAN,12/10/1985,Soltero,M,joel11@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
DARREN,DIAZ,05/23/1981,Soltero,M,darren24@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
MARIO,NATH,05/14/1976,Soltero,M,mario17@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,No
DAKOTA,HENDERSON,01/31/1976,Casado,M,dakota4@adventure-works.com," 40,000 ",0,Universitaria Completa,Deportista,No
KARL,STONE,11/22/1985,Soltero,M,karl0@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
ALISHA,KUMAR,09/01/1982,Soltero,F,alisha32@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
MICAH,HU,03/16/1969,Soltero,M,micah8@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
RUBEN,DOMINGUEZ,04/28/1976,Soltero,M,ruben36@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
KAREN,XU,05/01/1979,Casado,F,karen22@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,No
KARLA,ANAND,12/08/1965,Casado,F,karla23@adventure-works.com," 170,000 ",4,Universitaria Incompleta,Independiente,No
KARA,BECKER,12/28/1977,Soltero,F,kara18@adventure-works.com," 90,000 ",2,Universitaria Postgrado,Empresario,No
MARY,ALLEN,03/13/1975,Casado,F,mary36@adventure-works.com," 100,000 ",0,Universitaria Postgrado,Empresario,No
WYATT,RODRIGUEZ,08/30/1971,Soltero,M,wyatt21@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
DALE,NARA,07/13/1964,Soltero,M,dale14@adventure-works.com," 80,000 ",1,Universitaria Incompleta,Empleado,No
KEVIN,KING,09/13/1964,Casado,M,kevin57@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,No
FRANCIS,ALVAREZ,02/05/1984,Casado,M,francis2@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
PHILIP,RUBIO,07/13/1984,Soltero,M,philip20@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
JAY,KAPOOR,01/02/1978,Soltero,M,jay7@adventure-works.com," 120,000 ",1,Universitaria Postgrado,Empresario,No
MALLORY,BLANCO,01/05/1978,Soltero,F,mallory2@adventure-works.com," 130,000 ",1,Universitaria Postgrado,Empresario,No
JAIME,DENG,10/21/1976,Soltero,M,jaime25@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
MEREDITH,GONZALEZ,07/27/1959,Casado,F,meredith18@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,No
JOE,SRINI,12/31/1962,Soltero,M,joe11@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,No
FRANCIS,ROMERO,04/12/1964,Soltero,M,francis6@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,No
RUBEN,MARTIN,08/05/1988,Casado,M,ruben23@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
KARA,LAL,07/04/1984,Soltero,F,kara9@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
THERESA,VAZQUEZ,11/06/1987,Casado,F,theresa10@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
EVELYN,MADAN,02/03/1988,Soltero,F,evelyn8@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
JAKE,CHEN,05/30/1984,Casado,M,jake2@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
MITCHELL,SHEN,10/01/1977,Soltero,M,mitchell2@adventure-works.com," 90,000 ",1,Universitaria Postgrado,Empresario,No
JESSIE,MORENO,01/11/1978,Casado,F,jessie4@adventure-works.com," 90,000 ",1,Universitaria Postgrado,Empresario,No
TOMMY,GOEL,02/11/1977,Soltero,M,tommy16@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
LOGAN,JOHNSON,05/19/1936,Casado,M,logan50@adventure-works.com," 100,000 ",5,Universitaria Postgrado,Empresario,No
JILL,DIAZ,10/18/1969,Soltero,F,jill10@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
JODI,CHAPMAN,02/18/1965,Soltero,F,jodi16@adventure-works.com," 80,000 ",2,Universitaria Incompleta,Empleado,No
CARLY,JAI,10/13/1948,Soltero,F,carly11@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
TONY,NATSUHARA,11/24/1958,Soltero,M,tony21@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,No
PEDRO,RUBIO,04/04/1958,Soltero,M,pedro41@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,No
MORGAN,MARTIN,10/19/1973,Casado,F,morgan36@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
MADISON,GRIFFIN,09/13/1975,Soltero,F,madison33@adventure-works.com," 50,000 ",0,Universitaria Incompleta,Empleado,No
JORDYN,FLORES,11/25/1976,Soltero,F,jordyn12@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
ALEXANDRA,SANDERS,06/19/1986,Soltero,F,alexandra22@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,No
JORDAN,CARTER,09/25/1978,Soltero,M,jordan64@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,No
DWAYNE,HERNANDEZ,07/19/1980,Casado,M,dwayne3@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,No
VICTORIA,RODRIGUEZ,01/06/1980,Casado,F,victoria19@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,No
JUSTIN,BUTLER,10/12/1975,Soltero,M,justin11@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,No
STEVEN,SANDERS,10/11/1969,Casado,M,steven13@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
EDUARDO,BENNETT,12/03/1975,Soltero,M,eduardo45@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
NATHANIEL,BAILEY,10/03/1986,Soltero,M,nathaniel17@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,No
EDUARDO,WILLIAMS,09/25/1982,Soltero,M,eduardo2@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
ETHAN,SIMMONS,08/13/1953,Casado,M,ethan11@adventure-works.com," 60,000 ",4,Universitaria Completa,Empresario,Si
ISABELLA,HERNANDEZ,10/14/1954,Casado,F,isabella49@adventure-works.com," 70,000 ",3,Universitaria Completa,Empresario,Si
EUGENE,ZHU,08/26/1983,Casado,M,eugene18@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
JASON,FOSTER,01/29/1978,Soltero,M,jason13@adventure-works.com," 80,000 ",3,Universitaria Postgrado,Independiente,Si
JOSE,MOORE,07/11/1984,Casado,M,jose68@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
JONATHAN,DIAZ,04/28/1950,Soltero,M,jonathan21@adventure-works.com," 120,000 ",2,Universitaria Postgrado,Empresario,Si
MEGAN,GRAY,07/05/1971,Soltero,F,megan43@adventure-works.com," 80,000 ",4,Universitaria Completa,Empresario,Si
ELIJAH,ADAMS,03/09/1955,Casado,M,elijah43@adventure-works.com," 60,000 ",4,Universitaria Completa,Empresario,Si
JORDYN,BUTLER,05/15/1981,Soltero,F,jordyn14@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Independiente,Si
PATRICK,GRAY,01/05/1984,Soltero,M,patrick12@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
ALICIA,SHEN,11/11/1952,Casado,F,alicia1@adventure-works.com," 70,000 ",5,Secundaria Completa,Independiente,Si
LOGAN,PHILLIPS,10/27/1953,Casado,M,logan32@adventure-works.com," 60,000 ",4,Universitaria Completa,Empresario,Si
BAILEY,BELL,06/29/1952,Soltero,F,bailey11@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
IAN,WOOD,11/19/1953,Casado,M,ian42@adventure-works.com," 60,000 ",4,Universitaria Completa,Empresario,Si
ISABELLA,MARTINEZ,05/23/1960,Casado,F,isabella73@adventure-works.com," 60,000 ",3,Secundaria Completa,Independiente,Si
NATALIE,WRIGHT,12/20/1958,Soltero,F,natalie63@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
JOHN,WILLIAMS,01/12/1957,Casado,M,john39@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
FLORIAN,STILLER,12/07/1945,Casado,F,florian1@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
LAUREN,COLEMAN,09/09/1973,Casado,F,lauren53@adventure-works.com," 90,000 ",5,Universitaria Incompleta,Independiente,Si
ZACHARY,CHEN,07/31/1960,Casado,M,zachary24@adventure-works.com," 60,000 ",3,Secundaria Completa,Independiente,Si
NATHAN,BROWN,11/11/1973,Soltero,M,nathan62@adventure-works.com," 100,000 ",4,Universitaria Incompleta,Independiente,Si
GREGORY,CHANDE,08/12/1951,Soltero,M,gregory18@adventure-works.com," 110,000 ",2,Universitaria Completa,Empresario,Si
NATALIE,EDWARDS,07/20/1950,Casado,F,natalie45@adventure-works.com," 90,000 ",5,Universitaria Completa,Empresario,Si
MARIAH,COX,07/14/1952,Soltero,F,mariah35@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
RICHARD,COLEMAN,02/21/1957,Casado,M,richard61@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
JORDAN,KING,05/11/1960,Casado,F,jordan48@adventure-works.com," 70,000 ",4,Universitaria Incompleta,Independiente,Si
BAILEY,ADAMS,11/05/1972,Casado,F,bailey35@adventure-works.com," 90,000 ",5,Universitaria Incompleta,Independiente,Si
JORDYN,COLEMAN,12/12/1952,Soltero,F,jordyn5@adventure-works.com," 60,000 ",4,Universitaria Postgrado,Empresario,Si
DANIELLE,COOK,02/13/1959,Soltero,F,danielle24@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
ANGEL,RIVERA,07/04/1962,Casado,M,angel16@adventure-works.com," 80,000 ",3,Secundaria Incompleta,Empleado,Si
ELIZABETH,LEE,04/20/1941,Soltero,F,elizabeth26@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,Si
ERIC,CAMPBELL,01/28/1953,Casado,M,eric49@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
LUCAS,THOMAS,06/20/1962,Casado,M,lucas24@adventure-works.com," 80,000 ",2,Secundaria Incompleta,Empleado,Si
JORGE,HU,01/26/1974,Soltero,M,jorge23@adventure-works.com," 110,000 ",2,Universitaria Completa,Empresario,Si
SARA,PETERSON,03/13/1964,Soltero,F,sara5@adventure-works.com," 70,000 ",4,Secundaria Completa,Independiente,Si
GABRIELLE,WASHINGTON,04/22/1972,Casado,F,gabrielle35@adventure-works.com," 150,000 ",2,Universitaria Completa,Empresario,Si
BRYAN,JAMES,10/20/1964,Casado,M,bryan4@adventure-works.com," 70,000 ",3,Universitaria Incompleta,Independiente,Si
JESSIE,VAZQUEZ,05/28/1964,Soltero,F,jessie33@adventure-works.com," 90,000 ",2,Universitaria Incompleta,Independiente,Si
AMANDA,HOWARD,07/28/1969,Casado,F,amanda11@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,Si
JAY,SARA,01/27/1945,Soltero,M,jay17@adventure-works.com," 50,000 ",2,Universitaria Postgrado,Empresario,Si
MARTHA,HU,01/25/1945,Casado,F,martha20@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Empresario,Si
KATHERINE,WOOD,09/14/1962,Casado,F,katherine27@adventure-works.com," 70,000 ",3,Secundaria Completa,Independiente,Si
TONY,CHANDER,06/11/1949,Casado,M,tony18@adventure-works.com," 90,000 ",5,Universitaria Completa,Empresario,Si
EMILY,MARTIN,10/26/1945,Casado,F,emily15@adventure-works.com," 150,000 ",1,Universitaria Postgrado,Empresario,Si
EVAN,HOWARD,05/20/1983,Soltero,M,evan12@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Deportista,Si
JESSIE,SUAREZ,09/02/1982,Soltero,F,jessie38@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Deportista,Si
VICTORIA,DAVIS,11/27/1982,Soltero,F,victoria6@adventure-works.com," 30,000 ",0,Universitaria Postgrado,Empleado,Si
EDUARDO,SANCHEZ,09/11/1961,Casado,M,eduardo84@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
LUCAS,HOWARD,06/29/1962,Soltero,M,lucas83@adventure-works.com," 20,000 ",3,Secundaria Incompleta,Deportista,Si
CHARLES,THOMPSON,04/30/1962,Casado,M,charles19@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
AUSTIN,LEWIS,09/20/1962,Casado,M,austin36@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
WALTER,SUAREZ,03/12/1964,Casado,M,walter12@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
KRISTI,GONZALEZ,09/25/1964,Casado,F,kristi36@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
DENNIS,GUO,07/24/1964,Casado,M,dennis19@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
COLE,RIVERA,04/11/1964,Casado,M,cole17@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
BRENDAN,KUMAR,11/19/1976,Casado,M,brendan6@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
MANUEL,GARCIA,01/27/1975,Soltero,M,manuel13@adventure-works.com," 10,000 ",4,Secundaria Incompleta,Comerciante,Si
BRYAN,BAILEY,11/06/1974,Soltero,M,bryan16@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Comerciante,Si
FRANK,VAZQUEZ,02/05/1961,Soltero,M,frank22@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,Si
COLLEEN,GOEL,12/24/1956,Casado,F,colleen42@adventure-works.com," 70,000 ",5,Secundaria Incompleta,Empleado,Si
SETH,RODRIGUEZ,07/31/1955,Soltero,M,seth19@adventure-works.com," 80,000 ",5,Secundaria Completa,Empresario,Si
KATHERINE,BROWN,07/07/1970,Soltero,F,katherine75@adventure-works.com," 30,000 ",4,Universitaria Postgrado,Deportista,Si
JODI,KUMAR,01/31/1951,Soltero,F,jodi7@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
NOAH,ROSS,07/14/1976,Casado,M,noah0@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
COLLEEN,NARA,11/04/1973,Soltero,F,colleen39@adventure-works.com," 10,000 ",4,Secundaria Incompleta,Comerciante,Si
DIANE,RUIZ,08/12/1972,Soltero,F,diane7@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
FREDERICK,VANCE,11/21/1973,Soltero,M,frederick3@adventure-works.com," 20,000 ",2,Secundaria Completa,Comerciante,Si
DAMIEN,LAL,06/28/1973,Casado,M,damien25@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
LACEY,SHAN,08/18/1971,Soltero,F,lacey0@adventure-works.com," 20,000 ",4,Secundaria Completa,Comerciante,Si
LEONARD,PAL,02/01/1974,Soltero,M,leonard13@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
RANDY,HU,08/28/1970,Casado,M,randy23@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
DANA,ALVAREZ,04/24/1978,Soltero,F,dana20@adventure-works.com," 10,000 ",2,Secundaria Completa,Comerciante,Si
ALFREDO,NAVARRO,06/26/1977,Soltero,M,alfredo11@adventure-works.com," 10,000 ",2,Secundaria Completa,Comerciante,Si
KELVIN,LAL,08/30/1977,Casado,M,kelvin5@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
ADRIENNE,SERRANO,12/07/1977,Soltero,F,adrienne13@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
ERIKA,MUNOZ,01/13/1960,Casado,F,erika5@adventure-works.com," 110,000 ",4,Universitaria Incompleta,Independiente,Si
DONALD,SURI,12/31/1948,Soltero,M,donald2@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
TROY,SRINI,03/12/1981,Soltero,M,troy9@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
DEANNA,GOMEZ,01/19/1969,Casado,F,deanna26@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,Si
JILL,VAZQUEZ,07/13/1967,Soltero,F,jill22@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
